"measure","value","units","category","scenario","climset","period","strategy","value_hist","pctchange"
"Frequency Meeting Dry Year Fish Targets Shasta",62.9734,"% of Days","Ecological Resources","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",56.8769,10.7187628017701
"Mean Percent of Annual Refuge Demand",15.3626,"% of Years","Ecological Resources","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",27828.3906,"MW","Hydropower","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",26741.1142,4.06593529300286
"Boyle Mean Spill Volume per year",493.4879,"KAF","Hydropower","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Volume per year",529.2919,"KAF","Hydropower","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",913.0865,"KAF","Hydropower","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Boyle Mean Spill Days per year",236.6667,"days","Hydropower","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Days per year",64.9,"days","Hydropower","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"IronGate Mean Spill Days per year",156.7,"days","Hydropower","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Freq of UKL Flood Control Release",45.0397,"Percent of Days","Flood Control","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",44.1179,2.08940135409891
"Mean Ann UKL Flood Control Release Volume",419.3867,"KAF","Flood Control","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",224.4786,86.8270293916659
"KenoReach Mean Ann Fishing Days",207.2,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",247.6667,-16.339176804956
"BoyleReach Mean Ann Fishing Days",119.8,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",154.9,-22.6597805035507
"HellsCornerReach Mean Ann Fishing Days",229.0333,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",220.4333,3.90140691084332
"IGScottReach Mean Ann Fishing Days",262.8667,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",274.7333,-4.31931622413446
"ScottSalmonReach Mean Ann Fishing Days",175.9,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",183.9667,-4.38486965304047
"SalmonTrinityReach Mean Ann Fishing Days",207.2,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",213.9333,-3.1473828525059
"TrinityOceanReach Mean Ann Fishing Days",235.2,"days","Recreation Fishing","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",252.9333,-7.0110578559644
"KenoReach Mean Ann Boating Days",202,"days","Recreation Boating","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",171.8,17.5785797438882
"BoyleReach Mean Ann Boating Days",59.8333,"days","Recreation Boating","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",59,1.41237288135593
"HellsCornerReach Mean Ann Boating Days",193.4667,"days","Recreation Boating","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",256,-24.4270703125
"IGScottReach Mean Ann Boating Days",262.8667,"days","Recreation Boating","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",274.7333,-4.31931622413446
"ScottSalmonReach Mean Ann Boating Days",230.2667,"days","Recreation Boating","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",249.2333,-7.60997828139339
"SalmonTrinityReach Mean Ann Boating Days",207.2,"days","Recreation Boating","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",213.9333,-3.1473828525059
"TrinityOceanReach Mean Ann Boating Days",235.2,"days","Recreation Boating","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",252.9333,-7.0110578559644
"Mean Percent Full Supply (Apr-Sep)",95.8505,"%","Water Delivery","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1544.2551,"KAF","Water Delivery","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",1377.9978,12.0651353724948
"Mean Annual Shasta Flow",223.0565,"cfs","Water Delivery","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",187.6871,18.8448753270736
"Mean Annual Scott Flow",880.7489,"cfs","Water Delivery","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",668.7854,31.6937989375964
"Mean Annual MWAT",77.2546,"degF","Water Quality","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",75.7443,1.99394541899523
"Mean exceedence of MWAT - Poor",13.5746,"degF","Water Quality","WW","CMIP3",2070,"Reduce Dam
Outflow
4degC",12.0643,12.5187536782076
"Frequency Meeting Dry Year Fish Targets Scott",73.9436,"% of Days","Ecological Resources","WW","CMIP5",2030,"Baseline",70.5029,4.88022478507977
"Frequency Meeting Dry Year Fish Targets Shasta",60.2355,"% of Days","Ecological Resources","WW","CMIP5",2030,"Baseline",56.8769,5.90503350217752
"Mean Annual Water Delivery to LKNWR",19.3812,"KAF","Ecological Resources","WW","CMIP5",2030,"Baseline",24.6143,-21.260405536619
"Mean Annual Hydropower Generated (MW)",27029.5437,"MW","Hydropower","WW","CMIP5",2030,"Baseline",26741.1142,1.07859941004253
"Boyle Mean Spill Volume per Year",319.4842,"KAF","Hydropower","WW","CMIP5",2030,"Baseline",163.0602,95.9302147305106
"Copco1 Mean Spill Volume per Year",347.0357,"KAF","Hydropower","WW","CMIP5",2030,"Baseline",186.3791,86.1988280874841
"Iron Gate Mean Spill Volume per Year",709.8225,"KAF","Hydropower","WW","CMIP5",2030,"Baseline",533.8601,32.9603954294393
"Boyle Mean Spill Days per Year",187.8,"days","Hydropower","WW","CMIP5",2030,"Baseline",105.9,77.3371104815864
"Copco1 Mean Spill Days per Year",55.5333,"days","Hydropower","WW","CMIP5",2030,"Baseline",42.8,29.7507009345794
"Iron Gate Mean Spill Days per Year",144.5333,"days","Hydropower","WW","CMIP5",2030,"Baseline",170.3333,-15.1467740013256
"Freq of UKL Flood Control Release",46.217,"Percent of Days","Flood Control","WW","CMIP5",2030,"Baseline",44.1179,4.75793272118573
"Mean Ann UKL Flood Control Release Volume",334.2088,"KAF","Flood Control","WW","CMIP5",2030,"Baseline",224.4786,48.8822542549713
"KenoReach Mean Ann Fishing Days",233.5667,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline",247.6667,-5.69313516916081
"BoyleReach Mean Ann Fishing Days",136.7333,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline",154.9,-11.7280180761782
"HellsCornerReach Mean Ann Fishing Days",243.3,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline",220.4333,10.3735234195559
"IGScottReach Mean Ann Fishing Days",274.4,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Fishing Days",179.1,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline",183.9667,-2.64542441648408
"SalmonTrinityReach Mean Ann Fishing Days",206.3667,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Fishing Days",236.8,"days","Recreation Fishing","WW","CMIP5",2030,"Baseline",252.9333,-6.37848001824987
"KenoReach Mean Ann Boating Days",190.3333,"days","Recreation Boating","WW","CMIP5",2030,"Baseline",171.8,10.7877182770664
"BoyleReach Mean Ann Boating Days",57.4,"days","Recreation Boating","WW","CMIP5",2030,"Baseline",59,-2.71186440677966
"HellsCornerReach Mean Ann Boating Days",209.7667,"days","Recreation Boating","WW","CMIP5",2030,"Baseline",256,-18.0598828125
"IGScottReach Mean Ann Boating Days",274.4,"days","Recreation Boating","WW","CMIP5",2030,"Baseline",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Boating Days",233.6667,"days","Recreation Boating","WW","CMIP5",2030,"Baseline",249.2333,-6.24579460288815
"SalmonTrinityReach Mean Ann Boating Days",206.3667,"days","Recreation Boating","WW","CMIP5",2030,"Baseline",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Boating Days",236.8,"days","Recreation Boating","WW","CMIP5",2030,"Baseline",252.9333,-6.37848001824987
"Mean Project Supply (Apr-Sep)",371.4376,"KAF","Water Delivery","WW","CMIP5",2030,"Baseline",361.3104,2.80290852408344
"Mean Annual UKL Stg and Inflow",1463.9046,"KAF","Water Delivery","WW","CMIP5",2030,"Baseline",1377.9978,6.23417541014942
"Mean Annual Shasta Flow",212.2924,"cfs","Water Delivery","WW","CMIP5",2030,"Baseline",187.6871,13.1097448892332
"Mean Annual Scott Flow",827.2676,"cfs","Water Delivery","WW","CMIP5",2030,"Baseline",668.7854,23.6970185054877
"Mean Annual MWAT",78.9963,"degF","Water Quality","WW","CMIP5",2030,"Baseline",75.7443,4.29339237407965
"Mean exceedence of MWAT - Poor",15.3163,"degF","Water Quality","WW","CMIP5",2030,"Baseline",12.0643,26.9555631076813
"Frequency Meeting Dry Year Fish Targets Scott",73.9436,"% of Days","Ecological Resources","WW","CMIP5",2030,"Add Flow
10%",70.5029,4.88022478507977
"Frequency Meeting Dry Year Fish Targets Shasta",60.2355,"% of Days","Ecological Resources","WW","CMIP5",2030,"Add Flow
10%",56.8769,5.90503350217752
"Mean Percent of Annual Refuge Demand",20.3157,"% of Years","Ecological Resources","WW","CMIP5",2030,"Add Flow
10%",NA,NA
"Mean Annual Hydropower Generated (MW)",27029.5437,"MW","Hydropower","WW","CMIP5",2030,"Add Flow
10%",26741.1142,1.07859941004253
"Boyle Mean Spill Volume per year",319.4842,"KAF","Hydropower","WW","CMIP5",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Volume per year",347.0357,"KAF","Hydropower","WW","CMIP5",2030,"Add Flow
10%",NA,NA
"Iron Gate Mean Spill Volume per year",709.8225,"KAF","Hydropower","WW","CMIP5",2030,"Add Flow
10%",NA,NA
"Boyle Mean Spill Days per year",187.8,"days","Hydropower","WW","CMIP5",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Days per year",55.5333,"days","Hydropower","WW","CMIP5",2030,"Add Flow
10%",NA,NA
"IronGate Mean Spill Days per year",144.5333,"days","Hydropower","WW","CMIP5",2030,"Add Flow
10%",NA,NA
"Freq of UKL Flood Control Release",46.217,"Percent of Days","Flood Control","WW","CMIP5",2030,"Add Flow
10%",44.1179,4.75793272118573
"Mean Ann UKL Flood Control Release Volume",334.2088,"KAF","Flood Control","WW","CMIP5",2030,"Add Flow
10%",224.4786,48.8822542549713
"KenoReach Mean Ann Fishing Days",233.5667,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
10%",247.6667,-5.69313516916081
"BoyleReach Mean Ann Fishing Days",136.7333,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
10%",154.9,-11.7280180761782
"HellsCornerReach Mean Ann Fishing Days",243.3,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
10%",220.4333,10.3735234195559
"IGScottReach Mean Ann Fishing Days",274.4,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
10%",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Fishing Days",179.1,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
10%",183.9667,-2.64542441648408
"SalmonTrinityReach Mean Ann Fishing Days",206.3667,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
10%",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Fishing Days",236.8,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
10%",252.9333,-6.37848001824987
"KenoReach Mean Ann Boating Days",190.3333,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
10%",171.8,10.7877182770664
"BoyleReach Mean Ann Boating Days",57.4,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
10%",59,-2.71186440677966
"HellsCornerReach Mean Ann Boating Days",209.7667,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
10%",256,-18.0598828125
"IGScottReach Mean Ann Boating Days",274.4,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
10%",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Boating Days",233.6667,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
10%",249.2333,-6.24579460288815
"SalmonTrinityReach Mean Ann Boating Days",206.3667,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
10%",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Boating Days",236.8,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
10%",252.9333,-6.37848001824987
"Mean Percent Full Supply (Apr-Sep)",95.2404,"%","Water Delivery","WW","CMIP5",2030,"Add Flow
10%",NA,NA
"Mean Annual UKL Stg and Inflow",1463.9046,"KAF","Water Delivery","WW","CMIP5",2030,"Add Flow
10%",1377.9978,6.23417541014942
"Mean Annual Shasta Flow",212.2924,"cfs","Water Delivery","WW","CMIP5",2030,"Add Flow
10%",187.6871,13.1097448892332
"Mean Annual Scott Flow",827.2676,"cfs","Water Delivery","WW","CMIP5",2030,"Add Flow
10%",668.7854,23.6970185054877
"Mean Annual MWAT",78.6011,"degF","Water Quality","WW","CMIP5",2030,"Add Flow
10%",75.7443,3.77163694165767
"Mean exceedence of MWAT - Poor",14.9211,"degF","Water Quality","WW","CMIP5",2030,"Add Flow
10%",12.0643,23.6797824987774
"Frequency Meeting Dry Year Fish Targets Scott",73.9436,"% of Days","Ecological Resources","WW","CMIP5",2030,"Add Flow
20%",70.5029,4.88022478507977
"Frequency Meeting Dry Year Fish Targets Shasta",60.2355,"% of Days","Ecological Resources","WW","CMIP5",2030,"Add Flow
20%",56.8769,5.90503350217752
"Mean Percent of Annual Refuge Demand",20.3157,"% of Years","Ecological Resources","WW","CMIP5",2030,"Add Flow
20%",NA,NA
"Mean Annual Hydropower Generated (MW)",27029.5437,"MW","Hydropower","WW","CMIP5",2030,"Add Flow
20%",26741.1142,1.07859941004253
"Boyle Mean Spill Volume per year",319.4842,"KAF","Hydropower","WW","CMIP5",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Volume per year",347.0357,"KAF","Hydropower","WW","CMIP5",2030,"Add Flow
20%",NA,NA
"Iron Gate Mean Spill Volume per year",709.8225,"KAF","Hydropower","WW","CMIP5",2030,"Add Flow
20%",NA,NA
"Boyle Mean Spill Days per year",187.8,"days","Hydropower","WW","CMIP5",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Days per year",55.5333,"days","Hydropower","WW","CMIP5",2030,"Add Flow
20%",NA,NA
"IronGate Mean Spill Days per year",144.5333,"days","Hydropower","WW","CMIP5",2030,"Add Flow
20%",NA,NA
"Freq of UKL Flood Control Release",46.217,"Percent of Days","Flood Control","WW","CMIP5",2030,"Add Flow
20%",44.1179,4.75793272118573
"Mean Ann UKL Flood Control Release Volume",334.2088,"KAF","Flood Control","WW","CMIP5",2030,"Add Flow
20%",224.4786,48.8822542549713
"KenoReach Mean Ann Fishing Days",233.5667,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
20%",247.6667,-5.69313516916081
"BoyleReach Mean Ann Fishing Days",136.7333,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
20%",154.9,-11.7280180761782
"HellsCornerReach Mean Ann Fishing Days",243.3,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
20%",220.4333,10.3735234195559
"IGScottReach Mean Ann Fishing Days",274.4,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
20%",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Fishing Days",179.1,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
20%",183.9667,-2.64542441648408
"SalmonTrinityReach Mean Ann Fishing Days",206.3667,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
20%",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Fishing Days",236.8,"days","Recreation Fishing","WW","CMIP5",2030,"Add Flow
20%",252.9333,-6.37848001824987
"KenoReach Mean Ann Boating Days",190.3333,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
20%",171.8,10.7877182770664
"BoyleReach Mean Ann Boating Days",57.4,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
20%",59,-2.71186440677966
"HellsCornerReach Mean Ann Boating Days",209.7667,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
20%",256,-18.0598828125
"IGScottReach Mean Ann Boating Days",274.4,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
20%",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Boating Days",233.6667,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
20%",249.2333,-6.24579460288815
"SalmonTrinityReach Mean Ann Boating Days",206.3667,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
20%",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Boating Days",236.8,"days","Recreation Boating","WW","CMIP5",2030,"Add Flow
20%",252.9333,-6.37848001824987
"Mean Percent Full Supply (Apr-Sep)",95.2404,"%","Water Delivery","WW","CMIP5",2030,"Add Flow
20%",NA,NA
"Mean Annual UKL Stg and Inflow",1463.9046,"KAF","Water Delivery","WW","CMIP5",2030,"Add Flow
20%",1377.9978,6.23417541014942
"Mean Annual Shasta Flow",212.2924,"cfs","Water Delivery","WW","CMIP5",2030,"Add Flow
20%",187.6871,13.1097448892332
"Mean Annual Scott Flow",827.2676,"cfs","Water Delivery","WW","CMIP5",2030,"Add Flow
20%",668.7854,23.6970185054877
"Mean Annual MWAT",78.29,"degF","Water Quality","WW","CMIP5",2030,"Add Flow
20%",75.7443,3.36091296638824
"Mean exceedence of MWAT - Poor",14.61,"degF","Water Quality","WW","CMIP5",2030,"Add Flow
20%",12.0643,21.1010999394909
"Frequency Meeting Dry Year Fish Targets Scott",73.9436,"% of Days","Ecological Resources","WW","CMIP5",2030,"Reduce Tribs
4degC",70.5029,4.88022478507977
"Frequency Meeting Dry Year Fish Targets Shasta",60.2355,"% of Days","Ecological Resources","WW","CMIP5",2030,"Reduce Tribs
4degC",56.8769,5.90503350217752
"Mean Percent of Annual Refuge Demand",20.3157,"% of Years","Ecological Resources","WW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",27029.5437,"MW","Hydropower","WW","CMIP5",2030,"Reduce Tribs
4degC",26741.1142,1.07859941004253
"Boyle Mean Spill Volume per year",319.4842,"KAF","Hydropower","WW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Volume per year",347.0357,"KAF","Hydropower","WW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",709.8225,"KAF","Hydropower","WW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Boyle Mean Spill Days per year",187.8,"days","Hydropower","WW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Days per year",55.5333,"days","Hydropower","WW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"IronGate Mean Spill Days per year",144.5333,"days","Hydropower","WW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Freq of UKL Flood Control Release",46.217,"Percent of Days","Flood Control","WW","CMIP5",2030,"Reduce Tribs
4degC",44.1179,4.75793272118573
"Mean Ann UKL Flood Control Release Volume",334.2088,"KAF","Flood Control","WW","CMIP5",2030,"Reduce Tribs
4degC",224.4786,48.8822542549713
"KenoReach Mean Ann Fishing Days",233.5667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Tribs
4degC",247.6667,-5.69313516916081
"BoyleReach Mean Ann Fishing Days",136.7333,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Tribs
4degC",154.9,-11.7280180761782
"HellsCornerReach Mean Ann Fishing Days",243.3,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Tribs
4degC",220.4333,10.3735234195559
"IGScottReach Mean Ann Fishing Days",274.4,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Tribs
4degC",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Fishing Days",179.1,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Tribs
4degC",183.9667,-2.64542441648408
"SalmonTrinityReach Mean Ann Fishing Days",206.3667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Tribs
4degC",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Fishing Days",236.8,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Tribs
4degC",252.9333,-6.37848001824987
"KenoReach Mean Ann Boating Days",190.3333,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Tribs
4degC",171.8,10.7877182770664
"BoyleReach Mean Ann Boating Days",57.4,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Tribs
4degC",59,-2.71186440677966
"HellsCornerReach Mean Ann Boating Days",209.7667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Tribs
4degC",256,-18.0598828125
"IGScottReach Mean Ann Boating Days",274.4,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Tribs
4degC",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Boating Days",233.6667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Tribs
4degC",249.2333,-6.24579460288815
"SalmonTrinityReach Mean Ann Boating Days",206.3667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Tribs
4degC",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Boating Days",236.8,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Tribs
4degC",252.9333,-6.37848001824987
"Mean Percent Full Supply (Apr-Sep)",95.2404,"%","Water Delivery","WW","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1463.9046,"KAF","Water Delivery","WW","CMIP5",2030,"Reduce Tribs
4degC",1377.9978,6.23417541014942
"Mean Annual Shasta Flow",212.2924,"cfs","Water Delivery","WW","CMIP5",2030,"Reduce Tribs
4degC",187.6871,13.1097448892332
"Mean Annual Scott Flow",827.2676,"cfs","Water Delivery","WW","CMIP5",2030,"Reduce Tribs
4degC",668.7854,23.6970185054877
"Mean Annual MWAT",75.542,"degF","Water Quality","WW","CMIP5",2030,"Reduce Tribs
4degC",75.7443,-0.267082803590493
"Mean exceedence of MWAT - Poor",11.862,"degF","Water Quality","WW","CMIP5",2030,"Reduce Tribs
4degC",12.0643,-1.67684822161252
"Frequency Meeting Dry Year Fish Targets Scott",73.9436,"% of Days","Ecological Resources","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",70.5029,4.88022478507977
"Frequency Meeting Dry Year Fish Targets Shasta",60.2355,"% of Days","Ecological Resources","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",56.8769,5.90503350217752
"Mean Percent of Annual Refuge Demand",20.3157,"% of Years","Ecological Resources","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",27029.5437,"MW","Hydropower","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",26741.1142,1.07859941004253
"Boyle Mean Spill Volume per year",319.4842,"KAF","Hydropower","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Volume per year",347.0357,"KAF","Hydropower","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",709.8225,"KAF","Hydropower","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Boyle Mean Spill Days per year",187.8,"days","Hydropower","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Days per year",55.5333,"days","Hydropower","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"IronGate Mean Spill Days per year",144.5333,"days","Hydropower","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Freq of UKL Flood Control Release",46.217,"Percent of Days","Flood Control","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",44.1179,4.75793272118573
"Mean Ann UKL Flood Control Release Volume",334.2088,"KAF","Flood Control","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",224.4786,48.8822542549713
"KenoReach Mean Ann Fishing Days",233.5667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",247.6667,-5.69313516916081
"BoyleReach Mean Ann Fishing Days",136.7333,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",154.9,-11.7280180761782
"HellsCornerReach Mean Ann Fishing Days",243.3,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",220.4333,10.3735234195559
"IGScottReach Mean Ann Fishing Days",274.4,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Fishing Days",179.1,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",183.9667,-2.64542441648408
"SalmonTrinityReach Mean Ann Fishing Days",206.3667,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Fishing Days",236.8,"days","Recreation Fishing","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",252.9333,-6.37848001824987
"KenoReach Mean Ann Boating Days",190.3333,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",171.8,10.7877182770664
"BoyleReach Mean Ann Boating Days",57.4,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",59,-2.71186440677966
"HellsCornerReach Mean Ann Boating Days",209.7667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",256,-18.0598828125
"IGScottReach Mean Ann Boating Days",274.4,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",274.7333,-0.121317656068634
"ScottSalmonReach Mean Ann Boating Days",233.6667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",249.2333,-6.24579460288815
"SalmonTrinityReach Mean Ann Boating Days",206.3667,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",213.9333,-3.53689678044512
"TrinityOceanReach Mean Ann Boating Days",236.8,"days","Recreation Boating","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",252.9333,-6.37848001824987
"Mean Percent Full Supply (Apr-Sep)",95.2404,"%","Water Delivery","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1463.9046,"KAF","Water Delivery","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",1377.9978,6.23417541014942
"Mean Annual Shasta Flow",212.2924,"cfs","Water Delivery","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",187.6871,13.1097448892332
"Mean Annual Scott Flow",827.2676,"cfs","Water Delivery","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",668.7854,23.6970185054877
"Mean Annual MWAT",76.0134,"degF","Water Quality","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",75.7443,0.355274258261029
"Mean exceedence of MWAT - Poor",12.3334,"degF","Water Quality","WW","CMIP5",2030,"Reduce Dam
Outflow
4degC",12.0643,2.230547980405
"Frequency Meeting Dry Year Fish Targets Scott",76.1431,"% of Days","Ecological Resources","WW","CMIP5",2070,"Baseline",70.5029,7.99995461179612
"Frequency Meeting Dry Year Fish Targets Shasta",66.0582,"% of Days","Ecological Resources","WW","CMIP5",2070,"Baseline",56.8769,16.1424057921582
"Mean Annual Water Delivery to LKNWR",15.6696,"KAF","Ecological Resources","WW","CMIP5",2070,"Baseline",24.6143,-36.3394449567934
