"measure","value","units","category","scenario","climset","period","strategy","value_hist","pctchange"
"Boyle Mean Spill Days per Year",206.6667,"days","Hydropower","CT","CMIP3",2070,"Reduce ET 50%",105.9,95.1526912181303
"Copco1 Mean Spill Days per Year",55.0667,"days","Hydropower","CT","CMIP3",2070,"Reduce ET 50%",42.8,28.6605140186916
"Iron Gate Mean Spill Days per Year",142.7333,"days","Hydropower","CT","CMIP3",2070,"Reduce ET 50%",170.3333,-16.2035256758367
"Freq of UKL Flood Control Release",42.0644,"Percent of Days","Flood Control","CT","CMIP3",2070,"Reduce ET 50%",44.1179,-4.65457331377967
"Mean Ann UKL Flood Control Release Volume",362.4263,"KAF","Flood Control","CT","CMIP3",2070,"Reduce ET 50%",224.4786,61.4524948035136
"KenoReach Mean Ann Fishing Days",231.2667,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",247.6667,-6.62180260810194
"BoyleReach Mean Ann Fishing Days",149.6,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",154.9,-3.42156229825695
"HellsCornerReach Mean Ann Fishing Days",242.2,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",220.4333,9.87450625654109
"IGScottReach Mean Ann Fishing Days",271.5667,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",274.7333,-1.15260872999376
"ScottSalmonReach Mean Ann Fishing Days",192.2,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",183.9667,4.47542952066868
"SalmonTrinityReach Mean Ann Fishing Days",224,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",213.9333,4.70553205134497
"TrinityOceanReach Mean Ann Fishing Days",252.5,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",252.9333,-0.171309985676067
"KenoReach Mean Ann Boating Days",177.4667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",171.8,3.29842840512223
"BoyleReach Mean Ann Boating Days",51.5333,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",59,-12.6554237288136
"HellsCornerReach Mean Ann Boating Days",179.9333,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",256,-29.7135546875
"IGScottReach Mean Ann Boating Days",271.5667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",274.7333,-1.15260872999376
"ScottSalmonReach Mean Ann Boating Days",243.4,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",249.2333,-2.34049783877195
"SalmonTrinityReach Mean Ann Boating Days",224,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",213.9333,4.70553205134497
"TrinityOceanReach Mean Ann Boating Days",252.5,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",252.9333,-0.171309985676067
"Mean Project Supply (Apr-Sep)",361.9933,"KAF","Water Delivery","CT","CMIP3",2070,"Reduce ET 50%",361.3104,0.189006460926661
"Mean Annual UKL Stg and Inflow",1410.5579,"KAF","Water Delivery","CT","CMIP3",2070,"Reduce ET 50%",1377.9978,2.3628557317
"Mean Annual Shasta Flow",198.0679,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce ET 50%",187.6871,5.53090755837776
"Mean Annual Scott Flow",759.0676,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce ET 50%",668.7854,13.499427469559
"Mean Annual MWAT",81.2077,"degF","Water Quality","CT","CMIP3",2070,"Reduce ET 50%",75.7443,7.21295199770809
"Mean exceedence of MWAT - Poor",17.5277,"degF","Water Quality","CT","CMIP3",2070,"Reduce ET 50%",12.0643,45.2856775776464
"Frequency Meeting Dry Year Fish Targets Scott",69.3894,"% of Days","Ecological Resources","CT","CMIP3",2070,"Add 30KAF",70.5029,-1.57936765721694
"Frequency Meeting Dry Year Fish Targets Shasta",56.6578,"% of Days","Ecological Resources","CT","CMIP3",2070,"Add 30KAF",56.8769,-0.385217900412993
"Mean Annual Water Delivery to LKNWR",12.8552,"KAF","Ecological Resources","CT","CMIP3",2070,"Add 30KAF",24.6143,-47.7734487675863
"Mean Annual Hydropower Generated (MW)",26272.841,"MW","Hydropower","CT","CMIP3",2070,"Add 30KAF",26741.1142,-1.75113570996978
"Boyle Mean Spill Volume per Year",388.2064,"KAF","Hydropower","CT","CMIP3",2070,"Add 30KAF",163.0602,138.075508309201
"Copco1 Mean Spill Volume per Year",430.6592,"KAF","Hydropower","CT","CMIP3",2070,"Add 30KAF",186.3791,131.066251527129
"Iron Gate Mean Spill Volume per Year",774.4504,"KAF","Hydropower","CT","CMIP3",2070,"Add 30KAF",533.8601,45.0661699572603
"Boyle Mean Spill Days per Year",207.3667,"days","Hydropower","CT","CMIP3",2070,"Add 30KAF",105.9,95.8136921624174
"Copco1 Mean Spill Days per Year",56,"days","Hydropower","CT","CMIP3",2070,"Add 30KAF",42.8,30.8411214953271
"Iron Gate Mean Spill Days per Year",142.7,"days","Hydropower","CT","CMIP3",2070,"Add 30KAF",170.3333,-16.2230755818152
"Freq of UKL Flood Control Release",43.3787,"Percent of Days","Flood Control","CT","CMIP3",2070,"Add 30KAF",44.1179,-1.6755103937404
"Mean Ann UKL Flood Control Release Volume",370.8115,"KAF","Flood Control","CT","CMIP3",2070,"Add 30KAF",224.4786,65.1879065532305
"KenoReach Mean Ann Fishing Days",230.3333,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",247.6667,-6.99868008093134
"BoyleReach Mean Ann Fishing Days",150.0667,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",154.9,-3.1202711426727
"HellsCornerReach Mean Ann Fishing Days",242.3,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",220.4333,9.91987145317881
"IGScottReach Mean Ann Fishing Days",271.4333,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",274.7333,-1.20116491157061
"ScottSalmonReach Mean Ann Fishing Days",192.7667,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",183.9667,4.78347440053009
"SalmonTrinityReach Mean Ann Fishing Days",223.8333,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",213.9333,4.6276105683407
"TrinityOceanReach Mean Ann Fishing Days",252.4333,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",252.9333,-0.19768057428579
"KenoReach Mean Ann Boating Days",176.4,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",171.8,2.67753201396973
"BoyleReach Mean Ann Boating Days",50.2333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",59,-14.858813559322
"HellsCornerReach Mean Ann Boating Days",179.6333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",256,-29.8307421875
"IGScottReach Mean Ann Boating Days",271.4333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",274.7333,-1.20116491157061
"ScottSalmonReach Mean Ann Boating Days",243.5,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",249.2333,-2.30037478940415
"SalmonTrinityReach Mean Ann Boating Days",223.8333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",213.9333,4.6276105683407
"TrinityOceanReach Mean Ann Boating Days",252.4333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",252.9333,-0.19768057428579
"Mean Project Supply (Apr-Sep)",364.1494,"KAF","Water Delivery","CT","CMIP3",2070,"Add 30KAF",361.3104,0.785750977552818
"Mean Annual UKL Stg and Inflow",1417.8674,"KAF","Water Delivery","CT","CMIP3",2070,"Add 30KAF",1377.9978,2.89329924909895
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Add 30KAF",187.6871,4.72920088807383
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Add 30KAF",668.7854,12.9918505996094
"Mean Annual MWAT",81.2103,"degF","Water Quality","CT","CMIP3",2070,"Add 30KAF",75.7443,7.21638459923718
"Mean exceedence of MWAT - Poor",17.5303,"degF","Water Quality","CT","CMIP3",2070,"Add 30KAF",12.0643,45.3072287658629
"Frequency Meeting Dry Year Fish Targets Scott",69.718,"% of Days","Ecological Resources","CT","CMIP5",2030,"Baseline",70.5029,-1.11328753852677
"Frequency Meeting Dry Year Fish Targets Shasta",56.0829,"% of Days","Ecological Resources","CT","CMIP5",2030,"Baseline",56.8769,-1.39599732052907
"Mean Annual Water Delivery to LKNWR",14.0619,"KAF","Ecological Resources","CT","CMIP5",2030,"Baseline",24.6143,-42.8710140040546
"Mean Annual Hydropower Generated (MW)",25991.6784,"MW","Hydropower","CT","CMIP5",2030,"Baseline",26741.1142,-2.80256011172489
"Boyle Mean Spill Volume per Year",321.0458,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",163.0602,96.8878978438638
"Copco1 Mean Spill Volume per Year",351.3173,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",186.3791,88.4960813739309
"Iron Gate Mean Spill Volume per Year",685.8091,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",533.8601,28.4623256167674
"Boyle Mean Spill Days per Year",192.9,"days","Hydropower","CT","CMIP5",2030,"Baseline",105.9,82.1529745042493
"Copco1 Mean Spill Days per Year",51.7,"days","Hydropower","CT","CMIP5",2030,"Baseline",42.8,20.7943925233645
"Iron Gate Mean Spill Days per Year",135.7333,"days","Hydropower","CT","CMIP5",2030,"Baseline",170.3333,-20.3131155211576
"Freq of UKL Flood Control Release",41.9093,"Percent of Days","Flood Control","CT","CMIP5",2030,"Baseline",44.1179,-5.00613129818055
"Mean Ann UKL Flood Control Release Volume",298.7926,"KAF","Flood Control","CT","CMIP5",2030,"Baseline",224.4786,33.1051601355318
"KenoReach Mean Ann Fishing Days",239.0333,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",247.6667,-3.48589455102361
"BoyleReach Mean Ann Fishing Days",144.3,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",154.9,-6.84312459651388
"HellsCornerReach Mean Ann Fishing Days",249.3667,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",220.4333,13.1256938039761
"IGScottReach Mean Ann Fishing Days",274.9,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",274.7333,0.0606770275026696
"ScottSalmonReach Mean Ann Fishing Days",192.4,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",183.9667,4.58414484795346
"SalmonTrinityReach Mean Ann Fishing Days",222.4333,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",213.9333,3.97320099301979
"TrinityOceanReach Mean Ann Fishing Days",255.8,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",252.9333,1.13338180461015
"KenoReach Mean Ann Boating Days",183.4667,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",171.8,6.79086146682188
"BoyleReach Mean Ann Boating Days",55.6333,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",59,-5.70627118644068
"HellsCornerReach Mean Ann Boating Days",199.3,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",256,-22.1484375
"IGScottReach Mean Ann Boating Days",274.9,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",274.7333,0.0606770275026696
"ScottSalmonReach Mean Ann Boating Days",249.8667,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",249.2333,0.25413939469565
"SalmonTrinityReach Mean Ann Boating Days",222.4333,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",213.9333,3.97320099301979
"TrinityOceanReach Mean Ann Boating Days",255.8,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",252.9333,1.13338180461015
"Mean Project Supply (Apr-Sep)",359.0016,"KAF","Water Delivery","CT","CMIP5",2030,"Baseline",361.3104,-0.639007346591745
"Mean Annual UKL Stg and Inflow",1407.597,"KAF","Water Delivery","CT","CMIP5",2030,"Baseline",1377.9978,2.14798601274979
"Mean Annual Shasta Flow",195.5116,"cfs","Water Delivery","CT","CMIP5",2030,"Baseline",187.6871,4.16890665368051
"Mean Annual Scott Flow",738.8394,"cfs","Water Delivery","CT","CMIP5",2030,"Baseline",668.7854,10.4748100063189
"Mean Annual MWAT",79.7917,"degF","Water Quality","CT","CMIP5",2030,"Baseline",75.7443,5.34350439571032
"Mean exceedence of MWAT - Poor",16.1117,"degF","Water Quality","CT","CMIP5",2030,"Baseline",12.0643,33.5485689182132
"Frequency Meeting Dry Year Fish Targets Scott",69.4624,"% of Days","Ecological Resources","CT","CMIP5",2030,"Reduce ET 30%",70.5029,-1.47582581709404
"Frequency Meeting Dry Year Fish Targets Shasta",55.2341,"% of Days","Ecological Resources","CT","CMIP5",2030,"Reduce ET 30%",56.8769,-2.88834307073698
"Mean Annual Water Delivery to LKNWR",15.4428,"KAF","Ecological Resources","CT","CMIP5",2030,"Reduce ET 30%",24.6143,-37.2608605566683
"Mean Annual Hydropower Generated (MW)",26104.5934,"MW","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",26741.1142,-2.38030769862236
"Boyle Mean Spill Volume per Year",322.3668,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",163.0602,97.6980280902391
"Copco1 Mean Spill Volume per Year",353.0174,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",186.3791,89.4082544663001
"Iron Gate Mean Spill Volume per Year",689.2664,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",533.8601,29.1099297362736
"Boyle Mean Spill Days per Year",193.3,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",105.9,82.5306893295562
"Copco1 Mean Spill Days per Year",52.1,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",42.8,21.7289719626168
"Iron Gate Mean Spill Days per Year",136.3,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",170.3333,-19.9804148689657
"Freq of UKL Flood Control Release",41.0423,"Percent of Days","Flood Control","CT","CMIP5",2030,"Reduce ET 30%",44.1179,-6.97132003109849
"Mean Ann UKL Flood Control Release Volume",300.2751,"KAF","Flood Control","CT","CMIP5",2030,"Reduce ET 30%",224.4786,33.7655794360799
"KenoReach Mean Ann Fishing Days",237.9667,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",247.6667,-3.91655398162126
"BoyleReach Mean Ann Fishing Days",142.9333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",154.9,-7.72543576500968
"HellsCornerReach Mean Ann Fishing Days",248.1333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",220.4333,12.5661594686465
"IGScottReach Mean Ann Fishing Days",274.9,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",274.7333,0.0606770275026696
"ScottSalmonReach Mean Ann Fishing Days",192.6,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",183.9667,4.69286017523823
"SalmonTrinityReach Mean Ann Fishing Days",222.3333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",213.9333,3.92645745192544
"TrinityOceanReach Mean Ann Fishing Days",255.7667,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",252.9333,1.12021627836271
"KenoReach Mean Ann Boating Days",185.1667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",171.8,7.78038416763678
"BoyleReach Mean Ann Boating Days",57.2667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",59,-2.93779661016949
"HellsCornerReach Mean Ann Boating Days",200.4333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",256,-21.7057421875
"IGScottReach Mean Ann Boating Days",274.9,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",274.7333,0.0606770275026696
"ScottSalmonReach Mean Ann Boating Days",250.0333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",249.2333,0.320984394942402
"SalmonTrinityReach Mean Ann Boating Days",222.3333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",213.9333,3.92645745192544
"TrinityOceanReach Mean Ann Boating Days",255.7667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",252.9333,1.12021627836271
"Mean Project Supply (Apr-Sep)",359.6106,"KAF","Water Delivery","CT","CMIP5",2030,"Reduce ET 30%",361.3104,-0.470454213330156
"Mean Annual UKL Stg and Inflow",1412.8667,"KAF","Water Delivery","CT","CMIP5",2030,"Reduce ET 30%",1377.9978,2.5304031690036
"Mean Annual Shasta Flow",196.0878,"cfs","Water Delivery","CT","CMIP5",2030,"Reduce ET 30%",187.6871,4.47590697495992
"Mean Annual Scott Flow",740.2342,"cfs","Water Delivery","CT","CMIP5",2030,"Reduce ET 30%",668.7854,10.6833671907311
"Mean Annual MWAT",79.7917,"degF","Water Quality","CT","CMIP5",2030,"Reduce ET 30%",75.7443,5.34350439571032
"Mean exceedence of MWAT - Poor",16.1117,"degF","Water Quality","CT","CMIP5",2030,"Reduce ET 30%",12.0643,33.5485689182132
"Frequency Meeting Dry Year Fish Targets Scott",68.9148,"% of Days","Ecological Resources","CT","CMIP5",2030,"Reduce ET 50%",70.5029,-2.25253145615286
"Frequency Meeting Dry Year Fish Targets Shasta",54.4583,"% of Days","Ecological Resources","CT","CMIP5",2030,"Reduce ET 50%",56.8769,-4.25234146024132
"Mean Annual Water Delivery to LKNWR",16.5649,"KAF","Ecological Resources","CT","CMIP5",2030,"Reduce ET 50%",24.6143,-32.7021284375343
"Mean Annual Hydropower Generated (MW)",26172.2223,"MW","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",26741.1142,-2.12740537191228
"Boyle Mean Spill Volume per Year",323.3242,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",163.0602,98.2851732059693
"Copco1 Mean Spill Volume per Year",354.3464,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",186.3791,90.1213172507003
"Iron Gate Mean Spill Volume per Year",691.7042,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",533.8601,29.5665662221245
"Boyle Mean Spill Days per Year",193.7,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",105.9,82.9084041548631
"Copco1 Mean Spill Days per Year",52.4333,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",42.8,22.5077102803738
"Iron Gate Mean Spill Days per Year",136.6667,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",170.3333,-19.7651310694973
"Freq of UKL Flood Control Release",40.6772,"Percent of Days","Flood Control","CT","CMIP5",2030,"Reduce ET 50%",44.1179,-7.79887528644836
"Mean Ann UKL Flood Control Release Volume",300.7044,"KAF","Flood Control","CT","CMIP5",2030,"Reduce ET 50%",224.4786,33.9568226102622
"KenoReach Mean Ann Fishing Days",237.7,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",247.6667,-4.02423902769327
"BoyleReach Mean Ann Fishing Days",142.7333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",154.9,-7.85455132343447
"HellsCornerReach Mean Ann Fishing Days",247.7,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",220.4333,12.3695920716153
"IGScottReach Mean Ann Fishing Days",274.8333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",274.7333,0.036398936714269
"ScottSalmonReach Mean Ann Fishing Days",192.7333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",183.9667,4.76531894087355
"SalmonTrinityReach Mean Ann Fishing Days",222.2667,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",213.9333,3.89532625355659
"TrinityOceanReach Mean Ann Fishing Days",255.8667,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",252.9333,1.15975239321987
"KenoReach Mean Ann Boating Days",185.8667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",171.8,8.18783469150174
"BoyleReach Mean Ann Boating Days",57.9333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",59,-1.80796610169491
"HellsCornerReach Mean Ann Boating Days",201.0667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",256,-21.4583203125
"IGScottReach Mean Ann Boating Days",274.8333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",274.7333,0.036398936714269
"ScottSalmonReach Mean Ann Boating Days",250.1333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",249.2333,0.361107444310201
"SalmonTrinityReach Mean Ann Boating Days",222.2667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",213.9333,3.89532625355659
"TrinityOceanReach Mean Ann Boating Days",255.8667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",252.9333,1.15975239321987
"Mean Project Supply (Apr-Sep)",360.1116,"KAF","Water Delivery","CT","CMIP5",2030,"Reduce ET 50%",361.3104,-0.331792276114943
"Mean Annual UKL Stg and Inflow",1416.5688,"KAF","Water Delivery","CT","CMIP5",2030,"Reduce ET 50%",1377.9978,2.7990610725213
"Mean Annual Shasta Flow",196.636,"cfs","Water Delivery","CT","CMIP5",2030,"Reduce ET 50%",187.6871,4.76798884952669
"Mean Annual Scott Flow",741.3623,"cfs","Water Delivery","CT","CMIP5",2030,"Reduce ET 50%",668.7854,10.8520461122507
"Mean Annual MWAT",79.8011,"degF","Water Quality","CT","CMIP5",2030,"Reduce ET 50%",75.7443,5.35591457046934
